PlantCode,AppleCode,Exertis_Part_Number,Description,OracleItemStatus,AppleItemStatus,GoodStock,BacklogVMI,OraclePoQty,Safety_Stock,Gross_Fcst_cw,Gross_Fcst_wk1,Gross_Fcst_wk2,Gross_Fcst_wk3,InTransit,OracleInStockQty,ToOrder,DemandQtyExertisToBring215,ToOrderAllLocales,NoOfLocalesToOrder,innerqty,Outerqty,CartonAssignedQty
LU10,HHXB2D/A,LOG920-007288@APP,HHXB2D/A:LOGITECH CANVAS IPAD AIR BLK-DEU,Active,Live,0,0,80,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHXB2E/A,LOG920-007292@APP,HHXB2E/A:LOGITECH CANVAS IPAD AIR BLK-SPA,Active,Live,0,0,0,0,0,0,0,0,0,44,0,,0,0,4,8,0
LU10,HHXB2F/A,LOG920-007289@APP,HHXB2F/A:LOGITECH CANVAS IPAD AIR BLK-FRA,Active,Live,0,0,0,0,0,0,0,0,0,32,0,,14,1,4,8,0
LU10,HHXB2H/A,LOG920-007293@APP,Logitech Canvas Keyboard Case for iPad Air - Carbon Black Pan Nordic,Active,Live,0,0,40,0,0,0,0,0,0,2,0,,32,1,4,8,0
LU10,HHXB2SM/A,LOG920-007290@APP,HHXB2SM/A:LOGITECH CANVAS IPAD AIR BLK-SWM,Active,Live,0,0,16,0,0,0,0,0,0,5,0,,10,1,4,8,0
LU10,HHXB2T/A,LOG920-007291@APP,HHXB2T/A:LOGITECH CANVAS IPAD AIR BLK-ITA,Active,Live,0,0,32,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHXC2B/A,LOG920-007306@APP,HHXC2B/A:LOGITECH CANVAS IPAD AIR RED-GBR,Active,Live,139,1,8,162,25,25,25,25,40,1,-16,,0,0,4,8,0
LU10,HHXC2D/A,LOG920-007300@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange German,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HHXC2E/A,LOG920-007304@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange Spanish,Active,Live,0,0,0,0,0,0,0,0,0,22,0,,0,0,4,8,0
LU10,HHXC2F/A,LOG920-007301@APP,HHXC2F/A:LOGITECH CANVAS IPAD AIR RED-FRA,Active,Live,0,0,8,0,0,0,0,0,0,12,0,,3,1,4,8,0
LU10,HHXC2H/A,LOG920-007305@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange Pan Nordic,Active,Live,0,0,0,0,0,0,0,0,0,10,0,,0,0,4,8,0
LU10,HHXC2SM/A,LOG920-007302@APP,HHXC2SM/A:LOGITECH CANVAS IPAD AIR RED-SWM,Active,Live,0,0,0,0,0,0,0,0,0,22,0,,0,0,4,8,0
LU10,HHXC2T/A,LOG920-007303@APP,HHXC2T/A:LOGITECH CANVAS IPAD AIR RED-ITA,Active,Live,0,0,8,0,0,0,0,0,0,4,0,,1,1,4,8,0
LU10,HHXD2ZM/A,LOG939-001092@APP,HHXD2ZM/A:LOGITECH HINGE FOLIO IPAD AIR 2 RED-ZML,Active,Live,130,0,16,117,18,18,18,18,0,21,-13,,12,2,4,8,0
LU10,HHXM2B/A,NSTLS3000BWGB@APP,Nest Protect 2nd generation Smoke + Carbon Monoxide alarm (Battery) UK&IRL,Active,Live,112,0,0,117,18,18,18,18,0,0,5,,0,0,4,4,0
LU10,HHXM2ZM/A,NSTLS3000BWFDEU@APP,Nest Protect 2 me g n ration D tecteur de fum e et de monoxyde de carbone (  piles),Obsolete,Live,0,0,0,0,0,0,0,0,0,65,0,,9,1,4,4,0
LU10,HHXN2B/A,NSTLS3003LWGB@APP,HHXN2B/A:NEST PROTECT MONOXIDE ALARM WIRE 2-GBR,Active,Live,35,0,20,39,6,6,6,6,27,11,-23,,0,0,4,4,0
LU10,HHXN2ZM/A,NSTLS3003LWFDEU@APP,HHXN2ZM/A:NEST PROTECT MONOXIDE ALARM WIRE 2-ZML,Active,Live,0,0,0,0,0,0,0,0,0,35,0,,0,0,4,4,0
LU10,HHXP2B/A,NSTLNC1102GB@APP,NEST CAM-GBR,Active,Live,14,3,0,162,25,25,25,25,0,0,151,,0,0,4,4,0
LU10,HHXP2ZM/A,NSTLNC1102FDEU@APP,NEST CAM-ZML,Obsolete,Live,0,0,0,0,0,0,0,0,0,48,0,,10,1,4,4,0
LU10,HHXR2ZM/A,TECH215036@APP,HHXR2ZM/A:TECH21 EVO ELITE IPH6 SPACE GREY-ZML,Active,Live,107,17,300,910,141,141,141,141,200,6,620,620,1097,5,10,100,0
LU10,HHXS2ZM/A,TECH215040@APP,HHXS2ZM/A:TECH21 EVO ELITE IPH6P SPACE GREY-ZML,Active,Live,25,8,0,304,47,47,47,47,72,16,215,215,407,5,10,100,0
LU10,HHXT2ZM/A,TECH215037@APP,HHXT2ZM/A:TECH21 EVO ELITE IPH6 GOLD-ZML,Active,Live,851,20,0,974,151,151,151,151,161,3570,-18,,71,3,10,100,0
LU10,HHXU2ZM/A,TECH215041@APP,HHXU2ZM/A:TECH21 EVO ELITE IPH6P GOLD-ZML,Active,Live,364,5,0,375,58,58,58,58,42,1370,-26,,2,2,10,100,0
LU10,HHXV2ZM/A,TECH215038@APP,HHXV2ZM/A:TECH21 EVO ELITE IPH6 SILVER-ZML,Active,Live,609,7,0,697,108,108,108,108,37,3838,58,58,123,4,10,100,100
LU10,HHXW2ZM/A,TECH215042@APP,HHXW2ZM/A:TECH21 EVO ELITE IPH6P SILVER-ZML,Active,Live,194,0,0,239,37,37,37,37,47,1680,-2,,26,3,10,100,0
LU10,HJ1M2B/A,HJ1M2B/A@APP,HIVE ACTIVE HEATING V2 WITH BG INSTA-GBR,Active,Live,25,0,0,26,4,4,4,4,14,114,-13,,0,0,12,12,0
LU10,HJ1N2Z/A,LAC-9000436EK@APP,LACIE FUEL 1TB WIRELESS/USB DRIVE-INT,Active,Live,97,5,108,220,34,34,34,34,98,266,30,30,45,3,9,9,36
LU10,HJ3N2ZM/A,TECH215172@APP,TECH21 EVO MESH IPH5S SMOKE-ZML,Active,Live,762,12,1400,891,138,138,138,138,252,1142,-111,,170,3,10,100,0
LU10,HJ3P2ZM/A,TECH215173@APP,TECH21 EVO MESH IPH5S CLEAR-ZML,Active,Live,781,12,300,916,142,142,142,142,200,2822,-53,,197,3,10,100,0
LU10,HJ3Q2ZM/A,TECH215174@APP,TECH21 EVO MESH IPH5S PINK-ZML,Active,Live,421,9,0,458,71,71,71,71,131,1937,-85,,96,3,10,100,0
LU10,HJ3R2ZM/A,TECH21-5175@APP,Tech21 Evo Tactical for iPhone 5/5S - Smokey/Black,Active,Live,293,6,0,323,50,50,50,50,32,3022,4,4,16,3,10,100,10
LU10,HJ3T2ZM/A,LOG984-000617@APP,LOGITECH UE ROLL BT SPEAKER - BLUE-ZML,Active,Live,47,0,8,26,4,4,4,4,0,3,-21,,1,1,4,8,0
LU10,HJ4Q2ZM/A,RHAS500I@APP,RHA S500i Earphones with Remote,Active,Live,320,18,0,540,85,85,85,81,0,0,238,,0,0,12,12,0
LU10,HJ4S2VC/A,MIPSPL06A-GN@APP,MiPow Smart Power Tube 3000 -Green,Active,EOL,0,0,0,3,1,1,0,0,0,103,0,,0,0,5,20,0
LU10,HJ4T2VC/A,MIPSPL06A-GR@APP,MiPow Smart Power Tube 3000 - Grey,Active,EOL,0,0,0,3,1,1,0,0,0,164,0,,0,0,5,20,0
LU10,HJ4U2VC/A,MIPSPL06A-PK@APP,MiPow Smart Power Tube 3000- Pink,Active,EOL,0,0,0,3,1,1,0,0,0,98,0,,0,0,5,20,0
LU10,HJ4V2VC/A,MIPSPL06A-BL@APP,MiPow Smart Power Tube 3000 Light Blue,Active,EOL,0,0,0,3,1,1,0,0,0,107,0,,0,0,5,20,0
LU10,HJ4W2VC/A,MIPSPL06A-WT@APP,MiPow Smart Power Tube 3000 White,Active,EOL,0,0,0,3,1,1,0,0,0,212,0,,0,0,5,20,0
LU10,HJ9U2ZM/A,TECH215250@APP,Tech21 Patriot for iPad mini 3 - Black,Active,Live ,11,0,0,7,1,1,1,1,0,50,-4,,0,0,5,25,0
LU10,HJ9V2ZM/A,LOG984-000557@APP,UE BOOM 2 IPX7 BT SPEAKER BLACK-ZML,Active,Live,81,2,0,104,16,16,16,16,4,49,21,21,30,2,4,4,24
LU10,HJ9W2ZM/A,LOG984-000558@APP,UE BOOM 2 IPX7 BT SPEAKER BLUE-ZML,Active,Live,56,1,0,52,8,8,8,8,5,78,-8,,7,2,4,4,0
LU10,HJ9X2ZM/A,RHAT20IBLK@APP,RHA T20i in ear headphones carbon black,Active,Live,72,0,0,80,13,13,13,11,0,1,8,8,33,2,6,24,0
LU10,HJA32B/A,CAN100UKBK@APP,CANARY SECURITY CAMERA BLACK-GBR,Active,Live,163,2,0,213,33,33,33,33,33,54,19,19,19,1,1,6,19
LU10,HJDC2ZM/A,SANSDWS4-128G-GA46@APP,SanDisk Connect Wireless Stick 128GB,Active,Live,126,5,700,226,35,35,35,35,16,652,89,89,175,5,20,100,100
LU10,HJKZ2B/A,NSTLT3010GB@APP,Nest Learning Thermostat 3rd Generation UK Heating & HW,Active,Live,141,0,0,65,10,10,10,10,0,191,-76,,0,0,4,4,0
LU10,HJKZ2ZM/A,NSTLT3010FD@APP,Nest Learning Thermostat 3rd Generation (FR/NE) Heating & HW,Active,Live,0,0,0,0,0,0,0,0,0,78,0,,0,0,4,4,0
LU10,HJQ62ZM/A,TECH215235@APP,Tech21 Evo Elite iPhone 6P/6s Plus Rose Gold,Active,Live,567,9,1400,710,110,110,110,110,229,144,-77,,59,3,10,100,0
LU10,HJQ72ZM/A,TECH215234@APP,Tech21 Evo Elite iPhone 6/6s Rose Gold,Active,Live,1507,32,2290,1684,261,261,261,261,397,333,-188,,162,4,10,100,0
LU10,TJ540LL/A,BRFTJ540LL/A@APP,Bretford MobilePro Desk Mount,Active,Live,30,1,0,26,4,4,4,4,4,77,-7,,10,2,1,1,0
LU10,TX322ZM/A,BRFTX322ZM/A@APP,Bretford Mobility Cart for 20 Mac Books,Active,Live,3,0,0,2,0,0,0,0,0,23,-1,,0,0,1,1,0
LU10,TX323ZM/A,BRFTX323ZM/A@APP,Bretford Mobility Cart for 30 Mac Books,Active,Live,2,0,0,2,0,0,0,0,0,16,0,,0,0,1,1,0
LU10,TY173LL/A,BRFTY173LL/A@APP,Bretford MobilePro Desk Mount,Active,Live,5,1,34,7,1,1,1,1,0,17,3,3,3,1,1,1,3
LU10,TY174LL/A,BRFTY174LL/A@APP,Bretford MobilePro Desk Mount Combo,Active,Live,18,0,0,13,2,2,2,2,0,100,-5,,3,1,1,1,0
